id_cliente,importe_solicitado,duracion_credito,situacion_vivienda,ingresos,objetivo_credito,pct_ingreso,tasa_interes,falta_pago,antiguedad_cliente,estado_cliente,gastos_ult_12m,genero,limite_credito_tc,nivel_educativo,operaciones_ult_12m,personas_a_cargo,capacidad_pago,operaciones_mensuales,presion_financiera,estado_civil_N,estado_credito_N,antiguedad_empleado,edad
778493808.0,30000,4,ALQUILER,75000,MEJORAS_HOGAR,0.4,16.89,Y,37.0,ACTIVO,1756.0,M,3906.0,SECUNDARIO_COMPLETO,32.0,3.0,0.4,2.6666666666666665,0.12341333333333333,C,C,5_a_10,25_a_30
715190283.0,30000,2,ALQUILER,62050,SALUD,0.41,17.99,N,49.0,ACTIVO,1464.0,F,3672.0,UNIVERSITARIO_COMPLETO,28.0,1.0,0.48348106365834004,2.3333333333333335,0.26533440773569705,N,C,5_a_10,25_a_30
827111283.0,2500,3,PROPIA,12000,INVERSIONES,0.21,12.69,N,41.0,ACTIVO,1109.0,M,32426.0,UNIVERSITARIO_COMPLETO,28.0,3.0,0.20833333333333334,2.3333333333333335,0.16186111111111112,S,C,5_a_10,menor_25
758551608.0,20000,4,HIPOTECA,300000,INVERSIONES,0.07,7.88,N,44.0,ACTIVO,1347.0,M,6205.0,DESCONOCIDO,28.0,2.0,0.06666666666666667,2.3333333333333335,0.02115666666666667,C,P,mayor_10,25_a_30
779471883.0,24250,2,PROPIA,300000,EDUCACIÓN,0.08,19.41,Y,40.0,PASIVO,705.0,F,1438.3,UNIVERSITARIO_COMPLETO,19.0,1.0,0.08083333333333333,1.5833333333333333,0.04276666666666666,C,P,menor_5,menor_25
773146383.0,10000,4,PROPIA,300000,MEJORAS_HOGAR,0.03,10.38,N,43.0,ACTIVO,1756.0,F,17304.0,UNIVERSITARIO_INCOMPLETO,33.0,1.0,0.03333333333333333,2.75,0.014186666666666667,S,P,5_a_10,25_a_30
720572508.0,25000,3,HIPOTECA,300000,EDUCACIÓN,0.08,15.33,N,28.0,ACTIVO,1042.0,F,9830.0,UNIVERSITARIO_COMPLETO,23.0,4.0,0.08333333333333333,1.9166666666666667,0.03125111111111111,S,P,menor_5,25_a_30
712661433.0,18000,3,HIPOTECA,300000,MEJORAS_HOGAR,0.06,16.45,N,30.0,ACTIVO,1444.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,28.0,4.0,0.06,2.3333333333333335,0.024813333333333337,S,P,5_a_10,25_a_30
789172683.0,30000,3,ALQUILER,80690,PERSONAL,0.37,7.49,N,45.0,ACTIVO,1741.0,M,2283.0,POSGRADO_COMPLETO,27.0,2.0,0.37179328293468833,2.25,0.14550749783120587,C,C,5_a_10,25_a_30
738406533.0,30000,3,ALQUILER,66300,SALUD,0.38,12.69,N,52.0,ACTIVO,1719.0,M,2548.0,POSGRADO_COMPLETO,27.0,1.0,0.45248868778280543,2.25,0.17675716440422323,C,C,5_a_10,menor_25
799723908.0,30000,3,ALQUILER,89028,PAGO_DEUDAS,0.34,6.62,N,40.0,ACTIVO,1217.0,M,19458.0,SECUNDARIO_COMPLETO,27.0,3.0,0.33697263782180886,2.25,0.12599406928157433,C,C,menor_5,25_a_30
714091983.0,30000,3,ALQUILER,78000,PAGO_DEUDAS,0.38,18.62,Y,34.0,ACTIVO,1168.0,M,3336.0,SECUNDARIO_COMPLETO,27.0,2.0,0.38461538461538464,2.25,0.1431794871794872,S,C,5_a_10,menor_25
771490833.0,30000,3,ALQUILER,92004,PERSONAL,0.33,15.23,Y,40.0,ACTIVO,1140.0,M,4745.0,UNIVERSITARIO_INCOMPLETO,40.0,1.0,0.32607277944437196,3.3333333333333335,0.12108169210034347,S,C,5_a_10,menor_25
720756708.0,30000,2,ALQUILER,97000,INVERSIONES,0.31,10.65,N,41.0,ACTIVO,1878.0,F,2622.0,DESCONOCIDO,30.0,3.0,0.30927835051546393,2.5,0.17400000000000002,C,C,5_a_10,menor_25
711525033.0,30000,4,ALQUILER,120000,EDUCACIÓN,0.25,7.9,N,54.0,ACTIVO,1946.0,F,3171.0,SECUNDARIO_COMPLETO,38.0,0.0,0.25,3.1666666666666665,0.07871666666666666,C,P,5_a_10,25_a_30
712813458.0,10000,3,ALQUILER,280000,PERSONAL,0.04,15.96,Y,36.0,ACTIVO,1414.0,M,19763.0,DESCONOCIDO,35.0,2.0,0.03571428571428571,2.9166666666666665,0.016954761904761903,C,P,5_a_10,25_a_30
717891558.0,20000,3,ALQUILER,277104,INVERSIONES,0.07,11.48,N,36.0,ACTIVO,1052.0,F,3298.0,UNIVERSITARIO_COMPLETO,32.0,4.0,0.07217506784456378,2.6666666666666665,0.027854764516811976,N,P,menor_5,25_a_30
768563658.0,30000,4,ALQUILER,128000,PERSONAL,0.23,7.29,N,50.0,ACTIVO,1424.0,M,4458.0,UNIVERSITARIO_INCOMPLETO,29.0,2.0,0.234375,2.4166666666666665,0.06971875,C,P,5_a_10,25_a_30
711427458.0,30000,4,ALQUILER,131000,INVERSIONES,0.23,5.99,N,35.0,ACTIVO,1359.0,F,6273.0,UNIVERSITARIO_COMPLETO,25.0,5.0,0.22900763358778625,2.0833333333333335,0.06762595419847328,C,P,menor_5,menor_25
787584108.0,12000,2,PROPIA,275000,INVERSIONES,0.04,11.58,N,47.0,ACTIVO,1097.0,M,3436.0,DESCONOCIDO,33.0,3.0,0.04363636363636364,2.75,0.025807272727272724,C,P,5_a_10,menor_25
710082708.0,25000,2,HIPOTECA,221850,SALUD,0.1,15.7,N,32.0,ACTIVO,1276.0,M,23957.0,POSGRADO_INCOMPLETO,26.0,4.0,0.1126887536623845,2.1666666666666665,0.06209601081812035,S,C,5_a_10,25_a_30
708155733.0,29100,3,ALQUILER,70000,EDUCACIÓN,0.42,15.99,N,44.0,ACTIVO,1289.0,M,14734.0,SECUNDARIO_COMPLETO,23.0,2.0,0.4157142857142857,1.9166666666666667,0.15698571428571428,S,C,5_a_10,menor_25
788730933.0,1500,3,HIPOTECA,12000,EDUCACIÓN,0.13,14.84,Y,20.0,ACTIVO,1132.0,F,2084.0,UNIVERSITARIO_INCOMPLETO,28.0,2.0,0.125,2.3333333333333335,0.136,S,P,5_a_10,menor_25
788979258.0,28000,3,PROPIA,260000,MEJORAS_HOGAR,0.11,10.99,N,38.0,ACTIVO,1293.0,M,34516.0,UNIVERSITARIO_INCOMPLETO,32.0,4.0,0.1076923076923077,2.6666666666666665,0.04087051282051282,S,P,mayor_10,25_a_30
715971108.0,20000,2,HIPOTECA,259000,MEJORAS_HOGAR,0.08,14.42,Y,42.0,ACTIVO,1550.0,M,34516.0,UNIVERSITARIO_COMPLETO,41.0,4.0,0.07722007722007722,3.4166666666666665,0.0445945945945946,S,P,5_a_10,25_a_30
807986133.0,9600,2,HIPOTECA,255000,EDUCACIÓN,0.04,6.99,N,52.0,ACTIVO,1353.0,M,6584.0,UNIVERSITARIO_INCOMPLETO,35.0,2.0,0.03764705882352941,2.9166666666666665,0.024129411764705882,C,P,5_a_10,menor_25
711314058.0,25000,4,ALQUILER,250000,SALUD,0.1,13.49,N,32.0,ACTIVO,1670.0,M,1687.0,UNIVERSITARIO_COMPLETO,17.0,2.0,0.1,1.4166666666666667,0.03168,C,P,menor_5,25_a_30
804595158.0,3000,3,PROPIA,12000,EDUCACIÓN,0.25,13.61,Y,36.0,ACTIVO,1112.0,F,7000.0,UNIVERSITARIO_COMPLETO,23.0,4.0,0.25,1.9166666666666667,0.176,S,C,5_a_10,menor_25
719580033.0,28000,2,ALQUILER,65000,EDUCACIÓN,0.43,7.9,N,43.0,ACTIVO,1256.0,M,2910.0,UNIVERSITARIO_COMPLETO,21.0,1.0,0.4307692307692308,1.75,0.2347076923076923,N,C,menor_5,menor_25
820582308.0,28000,3,ALQUILER,85000,INVERSIONES,0.33,7.49,N,37.0,ACTIVO,1394.0,M,22913.0,UNIVERSITARIO_INCOMPLETO,35.0,5.0,0.32941176470588235,2.9166666666666665,0.12620392156862745,C,C,menor_5,25_a_30
789973308.0,6100,3,PROPIA,12000,EDUCACIÓN,0.51,7.51,N,35.0,ACTIVO,1341.0,M,24312.0,UNIVERSITARIO_INCOMPLETO,24.0,1.0,0.5083333333333333,2.0,0.28119444444444447,S,C,menor_5,25_a_30
712876233.0,28000,3,ALQUILER,88000,INVERSIONES,0.32,9.91,N,36.0,ACTIVO,1289.0,M,5272.0,UNIVERSITARIO_COMPLETO,33.0,2.0,0.3181818181818182,2.75,0.12070833333333333,S,C,5_a_10,menor_25
714826758.0,4200,4,PROPIA,12000,PERSONAL,0.35,13.48,Y,29.0,ACTIVO,2339.0,F,7038.0,UNIVERSITARIO_INCOMPLETO,57.0,3.0,0.35,4.75,0.28241666666666665,S,C,menor_5,menor_25
779058108.0,4750,2,PROPIA,12000,PAGO_DEUDAS,0.4,7.14,N,30.0,ACTIVO,1468.0,M,2536.0,UNIVERSITARIO_COMPLETO,23.0,3.0,0.3958333333333333,1.9166666666666667,0.32025,D,C,5_a_10,menor_25
710790258.0,28000,4,ALQUILER,83004,INVERSIONES,0.34,15.99,Y,38.0,ACTIVO,1334.0,M,28904.0,UNIVERSITARIO_COMPLETO,35.0,2.0,0.33733314057153874,2.9166666666666665,0.10040479976868584,C,C,menor_5,menor_25
715156383.0,18000,3,ALQUILER,250000,EDUCACIÓN,0.07,12.98,Y,36.0,ACTIVO,1603.0,M,34516.0,DESCONOCIDO,29.0,1.0,0.072,2.4166666666666665,0.030412000000000005,N,P,menor_5,menor_25
755420433.0,28000,3,ALQUILER,100000,PAGO_DEUDAS,0.28,12.69,N,52.0,ACTIVO,1068.0,F,10133.0,UNIVERSITARIO_COMPLETO,20.0,1.0,0.28,1.6666666666666667,0.10401333333333333,C,P,5_a_10,25_a_30
794543958.0,28000,2,ALQUILER,110000,EDUCACIÓN,0.25,8.9,N,35.0,ACTIVO,1590.0,M,34516.0,UNIVERSITARIO_COMPLETO,27.0,1.0,0.2545454545454545,2.25,0.14172727272727276,D,P,mayor_10,25_a_30
711743883.0,28000,2,ALQUILER,151200,PAGO_DEUDAS,0.19,11.11,N,35.0,ACTIVO,1237.0,F,4026.0,UNIVERSITARIO_INCOMPLETO,32.0,3.0,0.18518518518518517,2.6666666666666665,0.10077380952380953,S,P,5_a_10,menor_25
711013983.0,3250,3,HIPOTECA,12000,PAGO_DEUDAS,0.27,15.68,Y,45.0,PASIVO,615.0,F,2158.0,DESCONOCIDO,12.0,4.0,0.2708333333333333,1.0,0.14152777777777778,C,C,5_a_10,menor_25
711887583.0,27500,3,ALQUILER,70000,EDUCACIÓN,0.39,13.06,Y,37.0,PASIVO,836.0,M,5449.0,DESCONOCIDO,18.0,2.0,0.39285714285714285,1.5,0.1428952380952381,C,C,5_a_10,menor_25
713572683.0,27050,2,ALQUILER,73200,INVERSIONES,0.37,15.62,Y,25.0,ACTIVO,1226.0,M,1862.0,SECUNDARIO_COMPLETO,34.0,3.0,0.36953551912568305,2.8333333333333335,0.20151639344262295,N,C,5_a_10,25_a_30
714070758.0,27000,2,ALQUILER,83000,PERSONAL,0.33,13.49,Y,38.0,ACTIVO,1564.0,M,31302.0,SECUNDARIO_COMPLETO,35.0,4.0,0.3253012048192771,2.9166666666666665,0.18149397590361444,S,C,5_a_10,menor_25
714107958.0,26000,2,ALQUILER,62500,SALUD,0.42,11.71,N,36.0,ACTIVO,1465.0,M,6576.0,UNIVERSITARIO_COMPLETO,34.0,1.0,0.416,2.8333333333333335,0.23143999999999998,S,C,5_a_10,menor_25
789140283.0,25600,3,ALQUILER,120000,EDUCACIÓN,0.21,12.69,N,42.0,ACTIVO,1286.0,M,2664.0,UNIVERSITARIO_COMPLETO,29.0,0.0,0.21333333333333335,2.4166666666666665,0.08182777777777778,S,P,menor_5,menor_25
715550508.0,1600,3,PROPIA,12360,SALUD,0.13,13.57,N,28.0,ACTIVO,1312.0,F,2535.0,DESCONOCIDO,20.0,3.0,0.12944983818770225,1.6666666666666667,0.14929881337648326,C,P,menor_5,menor_25
719712633.0,25475,3,ALQUILER,60000,INVERSIONES,0.42,10.99,N,52.0,ACTIVO,1673.0,M,1709.0,UNIVERSITARIO_COMPLETO,32.0,1.0,0.4245833333333333,2.6666666666666665,0.1694111111111111,C,C,menor_5,menor_25
802013583.0,20000,4,HIPOTECA,234000,SALUD,0.09,14.27,Y,50.0,ACTIVO,1158.0,M,9689.0,UNIVERSITARIO_INCOMPLETO,19.0,3.0,0.08547008547008547,1.5833333333333333,0.02631623931623932,C,P,menor_5,25_a_30
772629333.0,20000,4,PROPIA,234000,MEJORAS_HOGAR,0.09,8.88,N,35.0,ACTIVO,1313.0,M,3454.0,UNIVERSITARIO_COMPLETO,30.0,3.0,0.08547008547008547,2.5,0.02697863247863248,C,P,5_a_10,menor_25
720336708.0,21600,3,HIPOTECA,234000,MEJORAS_HOGAR,0.09,12.18,N,35.0,ACTIVO,1609.0,M,3789.0,POSGRADO_COMPLETO,42.0,3.0,0.09230769230769231,3.5,0.03764529914529915,C,P,mayor_10,25_a_30
779155158.0,11900,3,HIPOTECA,221004,PAGO_DEUDAS,0.05,14.42,Y,34.0,ACTIVO,1259.0,M,2940.0,UNIVERSITARIO_COMPLETO,33.0,3.0,0.053845179272773346,2.75,0.02364512256188425,C,C,5_a_10,25_a_30
779509983.0,25000,2,HIPOTECA,232500,SALUD,0.11,14.17,Y,36.0,ACTIVO,1022.0,M,34516.0,POSGRADO_INCOMPLETO,21.0,2.0,0.10752688172043011,1.75,0.058159139784946245,S,P,menor_5,25_a_30
714778833.0,35000,4,HIPOTECA,230000,SALUD,0.15,13.99,N,43.0,ACTIVO,1289.0,F,23032.0,UNIVERSITARIO_INCOMPLETO,22.0,3.0,0.15217391304347827,1.8333333333333333,0.04364782608695651,S,P,5_a_10,25_a_30
713843283.0,25300,3,ALQUILER,83000,EDUCACIÓN,0.3,10.99,N,34.0,ACTIVO,1487.0,F,34516.0,DESCONOCIDO,26.0,3.0,0.30481927710843376,2.1666666666666665,0.11952208835341366,C,C,5_a_10,menor_25
716657058.0,1750,3,PROPIA,12600,PERSONAL,0.14,13.61,N,33.0,ACTIVO,1566.0,F,8358.0,POSGRADO_INCOMPLETO,37.0,4.0,0.1388888888888889,3.0833333333333335,0.17058201058201058,C,P,menor_5,25_a_30
785387883.0,25000,3,ALQUILER,42500,EDUCACIÓN,0.59,12.73,Y,41.0,ACTIVO,1594.0,F,3788.0,SECUNDARIO_COMPLETO,47.0,3.0,0.5882352941176471,3.9166666666666665,0.2335843137254902,S,C,menor_5,menor_25
808284783.0,3000,4,PROPIA,12816,PAGO_DEUDAS,0.23,12.87,Y,56.0,ACTIVO,1951.0,F,1438.3,DESCONOCIDO,44.0,1.0,0.2340823970037453,3.6666666666666665,0.2107521847690387,C,C,menor_5,25_a_30
708476808.0,3650,3,HIPOTECA,12960,MEJORAS_HOGAR,0.28,9.91,N,36.0,ACTIVO,1047.0,M,33791.0,DESCONOCIDO,31.0,4.0,0.2816358024691358,2.5833333333333335,0.1746656378600823,D,C,menor_5,menor_25
710916408.0,20000,4,HIPOTECA,226000,MEJORAS_HOGAR,0.09,11.49,N,39.0,ACTIVO,1342.0,M,8466.0,UNIVERSITARIO_COMPLETO,32.0,4.0,0.08849557522123894,2.6666666666666665,0.02806194690265487,C,P,5_a_10,25_a_30
718414008.0,30000,2,HIPOTECA,225000,MEJORAS_HOGAR,0.13,19.91,Y,36.0,ACTIVO,1064.0,M,34516.0,UNIVERSITARIO_COMPLETO,13.0,2.0,0.13333333333333333,1.0833333333333333,0.07139555555555556,S,P,menor_5,25_a_30
708492558.0,35000,2,HIPOTECA,213000,EDUCACIÓN,0.16,10.65,N,36.0,ACTIVO,1107.0,M,15088.0,DESCONOCIDO,21.0,3.0,0.1643192488262911,1.75,0.08735680751173709,C,C,5_a_10,25_a_30
718619883.0,4500,4,HIPOTECA,12960,PAGO_DEUDAS,0.35,11.83,N,36.0,ACTIVO,1305.0,F,1494.0,UNIVERSITARIO_INCOMPLETO,24.0,0.0,0.3472222222222222,2.0,0.1875,C,C,menor_5,menor_25
715259583.0,2400,2,PROPIA,12996,PAGO_DEUDAS,0.18,13.49,Y,44.0,ACTIVO,1553.0,F,5362.0,SECUNDARIO_COMPLETO,38.0,2.0,0.18467220683287167,3.1666666666666665,0.2118344105878732,C,C,menor_5,menor_25
720201033.0,25000,2,ALQUILER,42000,SALUD,0.6,14.59,Y,41.0,PASIVO,720.0,M,11669.0,UNIVERSITARIO_COMPLETO,23.0,2.0,0.5952380952380952,1.9166666666666667,0.3147619047619048,C,C,5_a_10,menor_25
711844758.0,25000,4,ALQUILER,48000,EDUCACIÓN,0.52,9.64,N,35.0,ACTIVO,1388.0,M,13551.0,UNIVERSITARIO_COMPLETO,37.0,3.0,0.5208333333333334,3.0833333333333335,0.159125,S,C,menor_5,25_a_30
714798783.0,3600,3,PROPIA,12996,SALUD,0.28,14.59,N,36.0,ACTIVO,1235.0,M,18886.0,UNIVERSITARIO_COMPLETO,18.0,1.0,0.2770083102493075,1.5,0.1873653431825177,S,C,menor_5,25_a_30
718039683.0,25000,3,ALQUILER,42360,EDUCACIÓN,0.59,16.35,Y,45.0,ACTIVO,1521.0,M,13532.0,SECUNDARIO_COMPLETO,29.0,2.0,0.5901794145420207,2.4166666666666665,0.23263298709474348,S,C,menor_5,25_a_30
771894558.0,25000,2,ALQUILER,49000,EDUCACIÓN,0.51,10.99,N,39.0,ACTIVO,1626.0,M,9964.0,SECUNDARIO_COMPLETO,25.0,3.0,0.5102040816326531,2.0833333333333335,0.2882857142857143,S,C,5_a_10,menor_25
721074183.0,25000,2,HIPOTECA,225000,INVERSIONES,0.11,18.67,N,36.0,ACTIVO,1111.0,M,24159.0,POSGRADO_COMPLETO,24.0,1.0,0.1111111111111111,2.0,0.060493333333333336,C,P,menor_5,25_a_30
